Method,Residual ↓,Median ↓,Improvement ↑,Outside ↓,Locality ↑,Quality ↑
Largest-hole-only,38.25689445283536,18.659917530373054,1.6947763192286307,40.904761904761905,0.5716977473034655,0.41217425426416066
Removed-part-aware,1.938363450977016,0.0,38.01330732108697,643.2619047619048,0.6710318527432467,0.4341369227475744
