sample_id,n_boundary_loops,n_target_loops_rpa,center_fan/target_loop_length_before,center_fan/target_loop_length_after,center_fan/improvement,center_fan/closure_ratio,center_fan/n_new_vertices,center_fan/n_new_faces,center_fan/avg_new_face_quality,center_fan/min_new_face_quality,center_fan/std_new_face_quality,center_fan/n_faces_inside,center_fan/n_faces_outside,center_fan/locality_ratio,center_fan/chamfer_distance,center_fan/hausdorff_distance,center_fan/dev_mean,center_fan/dev_max,center_fan/dev_median,center_fan/dev_std,planar_removed_part_aware/target_loop_length_before,planar_removed_part_aware/target_loop_length_after,planar_removed_part_aware/improvement,planar_removed_part_aware/closure_ratio,planar_removed_part_aware/n_new_vertices,planar_removed_part_aware/n_new_faces,planar_removed_part_aware/avg_new_face_quality,planar_removed_part_aware/min_new_face_quality,planar_removed_part_aware/std_new_face_quality,planar_removed_part_aware/n_faces_inside,planar_removed_part_aware/n_faces_outside,planar_removed_part_aware/locality_ratio,planar_removed_part_aware/chamfer_distance,planar_removed_part_aware/hausdorff_distance,planar_removed_part_aware/dev_mean,planar_removed_part_aware/dev_max,planar_removed_part_aware/dev_median,planar_removed_part_aware/dev_std,planar_largest_hole_only/target_loop_length_before,planar_largest_hole_only/target_loop_length_after,planar_largest_hole_only/improvement,planar_largest_hole_only/closure_ratio,planar_largest_hole_only/n_new_vertices,planar_largest_hole_only/n_new_faces,planar_largest_hole_only/avg_new_face_quality,planar_largest_hole_only/min_new_face_quality,planar_largest_hole_only/std_new_face_quality,planar_largest_hole_only/n_faces_inside,planar_largest_hole_only/n_faces_outside,planar_largest_hole_only/locality_ratio,planar_largest_hole_only/chamfer_distance,planar_largest_hole_only/hausdorff_distance,planar_largest_hole_only/dev_mean,planar_largest_hole_only/dev_max,planar_largest_hole_only/dev_median,planar_largest_hole_only/dev_std,mlp_patch_rpa/target_loop_length_before,mlp_patch_rpa/target_loop_length_after,mlp_patch_rpa/improvement,mlp_patch_rpa/closure_ratio,mlp_patch_rpa/n_new_vertices,mlp_patch_rpa/n_new_faces,mlp_patch_rpa/avg_new_face_quality,mlp_patch_rpa/min_new_face_quality,mlp_patch_rpa/std_new_face_quality,mlp_patch_rpa/n_faces_inside,mlp_patch_rpa/n_faces_outside,mlp_patch_rpa/locality_ratio,mlp_patch_rpa/chamfer_distance,mlp_patch_rpa/hausdorff_distance,mlp_patch_rpa/dev_mean,mlp_patch_rpa/dev_max,mlp_patch_rpa/dev_median,mlp_patch_rpa/dev_std,trimesh_fill_all/target_loop_length_before,trimesh_fill_all/target_loop_length_after,trimesh_fill_all/improvement,trimesh_fill_all/closure_ratio,trimesh_fill_all/n_new_vertices,trimesh_fill_all/n_new_faces,trimesh_fill_all/avg_new_face_quality,trimesh_fill_all/min_new_face_quality,trimesh_fill_all/std_new_face_quality,trimesh_fill_all/n_faces_inside,trimesh_fill_all/n_faces_outside,trimesh_fill_all/locality_ratio,trimesh_fill_all/chamfer_distance,trimesh_fill_all/hausdorff_distance,trimesh_fill_all/dev_mean,trimesh_fill_all/dev_max,trimesh_fill_all/dev_median,trimesh_fill_all/dev_std,advancing_front_rpa/target_loop_length_before,advancing_front_rpa/target_loop_length_after,advancing_front_rpa/improvement,advancing_front_rpa/closure_ratio,advancing_front_rpa/n_new_vertices,advancing_front_rpa/n_new_faces,advancing_front_rpa/avg_new_face_quality,advancing_front_rpa/min_new_face_quality,advancing_front_rpa/std_new_face_quality,advancing_front_rpa/n_faces_inside,advancing_front_rpa/n_faces_outside,advancing_front_rpa/locality_ratio,advancing_front_rpa/chamfer_distance,advancing_front_rpa/hausdorff_distance,advancing_front_rpa/dev_mean,advancing_front_rpa/dev_max,advancing_front_rpa/dev_median,advancing_front_rpa/dev_std,open3d_poisson/target_loop_length_before,open3d_poisson/target_loop_length_after,open3d_poisson/improvement,open3d_poisson/closure_ratio,open3d_poisson/n_new_vertices,open3d_poisson/n_new_faces,open3d_poisson/avg_new_face_quality,open3d_poisson/min_new_face_quality,open3d_poisson/std_new_face_quality,open3d_poisson/n_faces_inside,open3d_poisson/n_faces_outside,open3d_poisson/locality_ratio,open3d_poisson/chamfer_distance,open3d_poisson/hausdorff_distance,open3d_poisson/dev_mean,open3d_poisson/dev_max,open3d_poisson/dev_median,open3d_poisson/dev_std
46873,75,50,38.02671820366001,0.0,38.02671820366001,1.0,50.0,2800.0,0.1644174752715814,0.002048542684903564,0.2388510760134229,712.0,2088.0,0.2542857142857143,0.040416977883451694,0.22851625367079453,0.017343180939015844,0.05654719430286918,0.016169198427854102,0.0087803666840352,38.02671820366001,0.0,38.02671820366001,1.0,0.0,2700.0,0.7294855523561147,0.37078728825575014,0.12508342734381556,648.0,2052.0,0.24,0.03981892622505641,0.22734040013723356,0.017297563806805694,0.06453756281593861,0.016107010227855354,0.008790835348966974,38.02671820366001,36.16301384429922,1.8637043593607885,0.04901039183500744,0.0,114.0,0.7857278497436123,0.6801124195848297,0.031196004370456377,0.0,114.0,0.0,0.03960992256990886,0.2356373577945395,0.017366957343872457,0.06230935767576345,0.016297109862615844,0.0087598189741995,38.02671820366001,0.0,38.02671820366001,1.0,50.0,2800.0,0.1450682878230362,0.010186000664777721,0.17006573912374157,712.0,2088.0,0.2542857142857143,0.04210802109738633,0.23677826393272663,0.01886882281906722,0.17866532948504332,0.016728609467599954,0.01308642790690937,38.02671820366001,38.02671820366001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0399172046676212,0.22930197094516191,0.017217919706815573,0.07113471457884127,0.016040274002633734,0.008796390926099882,38.02671820366001,0.0,38.02671820366001,1.0,0.0,2700.0,0.718081629257772,0.20542009742822312,0.1391707018272646,648.0,2052.0,0.24,0.04055168860510386,0.2288698575807829,0.017403163352820303,0.06585709797622084,0.01616561317657142,0.00898994698298925,38.02671820366001,2.097556647376299,35.92916155628371,0.9448399244935523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05806090620412834,0.2311657424637844,0.03326303572242733,0.20065468526287972,0.02203026950526308,0.032455087712560074
39677,154,58,83.33755284823908,0.0,83.33755284823908,1.0,58.0,2179.0,0.2561433808147999,0.005560366270338386,0.23840507161527577,269.0,1910.0,0.1234511243689766,0.03167031749068058,0.245621307470164,0.01420223401062322,0.061813270255515466,0.013305828153327724,0.0076289154010499025,83.33755284823908,1.521643665136982,81.81590918310211,0.9817412005376741,0.0,2051.0,0.5074962599971957,0.0160815978795248,0.25114628264082023,221.0,1830.0,0.10775231594344223,0.031110995908011453,0.2352269858971833,0.013965207654095207,0.06223139162155735,0.012956010043708277,0.007715117024669151,83.33755284823908,77.47441853454738,5.8631343136917025,0.07035404944477663,0.0,161.0,0.400500055705,0.0160815978795248,0.2644751216789224,13.0,148.0,0.08074534161490683,0.02946916673566559,0.24593925570479377,0.012636080637693005,0.05743011680744217,0.011642400176043215,0.006883228691895832,83.33755284823908,0.0,83.33755284823908,1.0,58.0,2179.0,0.21552864365610847,0.008701860451320495,0.1864280653688217,280.0,1899.0,0.12849931161083067,0.036933590744800335,0.20142551216113022,0.01937814320949296,0.19936086562930405,0.014150869821593616,0.02012750791602778,83.33755284823908,83.33755284823908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028459934581583142,0.2451542093815033,0.012320062129244004,0.05088651642107855,0.011618345647782882,0.00644674520257675,83.33755284823908,0.0,83.33755284823908,1.0,0.0,2063.0,0.4971094073902444,0.09295139534168191,0.26327261939323926,211.0,1852.0,0.10227823557925352,0.031539404402990384,0.24194743806648755,0.014208079278059265,0.05590862881126476,0.012917035407739596,0.008093058517398029,83.33755284823908,0.0,83.33755284823908,1.0,5547.0,16026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027263325528449036,0.061896154409653466,0.013524463463442814,0.06454279401694904,0.012197666153261275,0.008032993918157018
48737,76,16,69.0658734479321,0.0,69.0658734479321,1.0,16.0,4076.0,0.0791471986568043,0.0002475906688644366,0.121874061250967,924.0,3152.0,0.2266928361138371,0.027194013995103426,0.10462678148752606,0.013298031982795262,0.04089449006933165,0.012692279190061172,0.006465249944497157,69.0658734479321,15.893532099873928,53.172341348058175,0.7698786490862833,0.0,3860.0,0.5698100172305288,0.04420573002080164,0.20059830068305506,928.0,2932.0,0.24041450777202072,0.02599437409495843,0.10563795744497054,0.012648484635853259,0.04359670551877951,0.012052050909703262,0.006202891390424098,69.0658734479321,62.45794288315019,6.607930564781917,0.09567576915918619,0.0,335.0,0.47998484969920874,0.11694116134220045,0.16377656104558977,5.0,330.0,0.014925373134328358,0.02561767265059277,0.1042425674385381,0.012402699617455479,0.04322790887938095,0.011787831322324891,0.006104712868505481,69.0658734479321,0.0,69.0658734479321,1.0,16.0,4076.0,0.05183617054635281,0.001579769968544013,0.058193812871046295,0.0,4076.0,0.0,0.04389896098758534,0.37124489519638754,0.02809384048879441,0.3764144982603639,0.014206710236351512,0.04614208085653712,69.0658734479321,69.0658734479321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025842844769687564,0.11122266115555053,0.012379687102116895,0.04981782979388897,0.011773769482331761,0.006129447308125816,69.0658734479321,0.0,69.0658734479321,1.0,0.0,4044.0,0.5571144097869078,0.029593616168512506,0.21859275679317447,996.0,3048.0,0.24629080118694363,0.02604835400039881,0.102254502094034,0.012697022751222954,0.05002138047871226,0.012054618347915255,0.0063065090722331605,69.0658734479321,0.0,69.0658734479321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03099639626535006,0.10741926750699159,0.01642889342955632,0.1092739310021779,0.013532484277900419,0.012910900546429346
48244,65,36,86.42698525475254,0.0,86.42698525475254,1.0,36.0,2616.0,0.13034870932275935,0.0037766263186056726,0.13850855940042014,451.0,2165.0,0.17240061162079512,0.039373056641245026,0.2843455311284571,0.013071579805894108,0.04571867460131457,0.012175995994502435,0.0068353305991236905,86.42698525475254,0.0,86.42698525475254,1.0,0.0,2548.0,0.2850816845521588,0.09699316421962381,0.22809252451773096,346.0,2202.0,0.1357927786499215,0.039210725030365705,0.2866591868109552,0.013341811999562693,0.04355846492463978,0.012228393939134403,0.00718033131707495,86.42698525475254,86.42698525475254,0.0,0.0,0.0,153.0,0.16256336380294073,0.0505302250486566,0.17778340364237477,0.0,153.0,0.0,0.037254454482074,0.29134358381943054,0.0118719839278969,0.045144594975737196,0.011154227096651745,0.006209216885963178,86.42698525475254,0.0,86.42698525475254,1.0,36.0,2616.0,0.11142087858639524,0.006505327790474746,0.13369620137350682,40.0,2576.0,0.01529051987767584,0.0676991342593872,0.2883384978250551,0.040238636032819866,0.21540461816294917,0.019236184517497503,0.04556147108606929,86.42698525475254,86.42698525475254,0.0,0.0,0.0,8.0,0.628983195448859,0.6206563284172965,0.00832686703156249,0.0,8.0,0.0,0.03700773227365234,0.2938965151498696,0.011805175534680998,0.039007445679429306,0.011131307142400192,0.00611306535958922,86.42698525475254,0.0,86.42698525475254,1.0,0.0,2544.0,0.26118342366994973,0.014686957282006839,0.21753248414227144,326.0,2218.0,0.1281446540880503,0.03937591311751672,0.2883571207235156,0.0132325714575389,0.04241835428748487,0.012161956221833543,0.00713917945972787,86.42698525475254,3.825431888563805,82.60155336618874,0.9557379922799812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03445062461647074,0.26730070701463,0.012069531838066883,0.04831378708792761,0.011304516528141139,0.006185231386098501
47145,420,44,34.77933029054771,0.0,34.77933029054771,1.0,44.0,4892.0,0.10858564951430356,0.002420747283736877,0.08551423980776256,212.0,4680.0,0.04333605887162715,0.021906915481548356,0.11086718296063514,0.010645801773811614,0.04606526602914318,0.009926715254457017,0.005986690438839472,34.77933029054771,0.7397352369804014,34.03959505356731,0.9787306072083439,0.0,4848.0,0.4370952896079655,0.0,0.247148902930117,552.0,4296.0,0.11386138613861387,0.021909208293202344,0.10265227513727808,0.01067459124838339,0.04726009132336038,0.010020612105605172,0.006071958279681894,34.77933029054771,34.77933029054771,0.0,0.0,0.0,264.0,0.46159111363930394,0.0939169072315763,0.16021657821543286,0.0,264.0,0.0,0.02204257940558342,0.1090589855417056,0.010659254671583464,0.0450006216483736,0.009927161020853531,0.006044898580317944,34.77933029054771,0.0,34.77933029054771,1.0,44.0,4892.0,0.1002075132099106,0.00480041890955211,0.10102337860783932,32.0,4860.0,0.006541291905151268,0.022250018430039542,0.11418257729785222,0.011030034846561898,0.04857949820413369,0.010189120781885216,0.006433608217550196,34.77933029054771,34.77933029054771,0.0,0.0,0.0,4.0,0.9635211564661524,0.9635211564661524,0.0,0.0,4.0,0.0,0.021932515333982813,0.10803440498494003,0.01056734600056891,0.044377030577283816,0.00979584329445851,0.006072467571634375,,,,,,,,,,,,,,,,,,,34.77933029054771,5.822810809863116,28.956519480684598,0.8325784090372311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03538305254426644,0.12516867256994943,0.021442013890117396,0.12638954986312578,0.014946529282248513,0.018272285036653617
47134,18,9,20.627030639291192,0.0,20.627030639291192,1.0,9.0,1062.0,0.12337784799837336,0.006233522809027845,0.15514322807140143,0.0,1062.0,0.0,0.04178139823030905,0.243676611038601,0.017527827809191147,0.058384701716570335,0.01636883980316603,0.009113071868295526,20.627030639291192,1.9185852739067966,18.708445365384396,0.9069868413220757,0.0,972.0,0.5815474468103712,0.21936492964305326,0.16356155205810768,0.0,972.0,0.0,0.04134228112492867,0.24178949213273726,0.01743932275994781,0.059036540553644636,0.016213791993518297,0.009276971315795605,20.627030639291192,20.627030639291192,0.0,0.0,0.0,112.0,0.6108206752068251,0.12736019402568297,0.18456064544679554,0.0,112.0,0.0,0.041967753337089714,0.240633471361575,0.01775217248852729,0.06456578753505024,0.01636141344632818,0.009509582291452016,20.627030639291192,0.0,20.627030639291192,1.0,9.0,1062.0,0.08509592336918594,0.006478054510482738,0.07401713296647884,0.0,1062.0,0.0,0.04282801568753385,0.24108168172533173,0.019759414277979916,0.21379879644312744,0.016966041042742127,0.016071901028291913,20.627030639291192,20.627030639291192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04180377707424862,0.24062646359694703,0.017397116383800922,0.05748872169941092,0.01619454114447328,0.009217752335632894,20.627030639291192,0.0,20.627030639291192,1.0,0.0,1044.0,0.5752528943094579,0.1471540923800134,0.17079358275225964,0.0,1044.0,0.0,0.04155954932080222,0.24602359043590155,0.017546482595630294,0.06370398502836624,0.016223200609187312,0.009356782068355208,20.627030639291192,2.120286106176803,18.50674453311439,0.897208369771944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04893585664878504,0.18904559983958102,0.025184189358765294,0.11324207984395478,0.020766911161682475,0.016810487700040885
45800,121,38,72.13199453836977,0.0,72.13199453836977,1.0,38.0,3856.0,0.10665365892568843,0.0017819847759909802,0.11526340619390274,135.0,3721.0,0.0350103734439834,0.029434160913636286,0.21830433226532514,0.013470819721804179,0.0562617802553817,0.012069677416319816,0.00838076781580096,72.13199453836977,0.0,72.13199453836977,1.0,0.0,3786.0,0.2678311677555936,0.0,0.22727124066839777,408.0,3378.0,0.10776545166402536,0.030963626020403416,0.21631764776627493,0.014285180047568093,0.06002589098868885,0.012170417578768399,0.009680200329028861,72.13199453836977,67.09657729804943,5.035417240320342,0.06980837383668648,0.0,267.0,0.2352438794482532,0.05664480630282434,0.25268256846127357,19.0,248.0,0.07116104868913857,0.027471932437763455,0.2186811155212673,0.012607954207828058,0.05859869441286679,0.0114412134617666,0.007477008749653062,72.13199453836977,0.0,72.13199453836977,1.0,38.0,3856.0,0.08691816142933226,0.001426518202079649,0.08760506972969409,145.0,3711.0,0.03760373443983402,0.04678999669021789,0.2594979534919607,0.030136829768632016,0.2617128419639646,0.015473538408790042,0.03754904779518518,72.13199453836977,72.13199453836977,0.0,0.0,0.0,14.0,0.8629958279328832,0.855132214534207,0.00497415955371115,0.0,14.0,0.0,0.027005321378249583,0.22742434613295812,0.011890537111928452,0.04466078586529209,0.011145360349766225,0.006182555281427609,,,,,,,,,,,,,,,,,,,72.13199453836977,0.0,72.13199453836977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025876535702020566,0.06793901560873078,0.013027295592976324,0.06345832241404588,0.011768757725266353,0.007917634324140277
47555,130,54,87.16280444173404,0.0,87.16280444173404,1.0,54.0,4491.0,0.12279872858512896,0.0040696861132742115,0.15950707697252756,310.0,4181.0,0.06902694277443776,0.033257064580579115,0.2837307935443735,0.015250532735220295,0.06084364175737642,0.012129181914379929,0.01188829889152346,87.16280444173404,1.2090815727989304,85.9537228689351,0.9861284686679951,0.0,4364.0,0.3166780086650885,0.058963308856793885,0.27890532318685984,556.0,3808.0,0.12740604949587533,0.03262219316414634,0.2771806751526058,0.015231668693419636,0.058354910942254104,0.012133713667952784,0.01159650940185282,87.16280444173404,87.16280444173404,0.0,0.0,0.0,247.0,0.1268303339346469,0.049007787852379824,0.16284927923477377,0.0,247.0,0.0,0.029049186207553576,0.2854511313742708,0.011480279492817406,0.04325863769842446,0.010738912660901706,0.0059851754460757255,87.16280444173404,0.0,87.16280444173404,1.0,54.0,4491.0,0.10702002146091473,0.003028786895517422,0.13092500605932395,145.0,4346.0,0.032286795813849925,0.04275963925998348,0.2741555508057454,0.023803024711019343,0.2244757345677444,0.015017523636474673,0.02604116946609438,87.16280444173404,87.16280444173404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02849032883202212,0.2735998867208582,0.011450916149126354,0.03811034306083928,0.01070394244039271,0.006072302317395703,,,,,,,,,,,,,,,,,,,87.16280444173404,2.964485987363685,84.19831845437035,0.9659890935548618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027960768774869648,0.23746532540560097,0.012546174862443908,0.0731918172134493,0.011363282812332003,0.007388945882123496
46579,90,42,65.48225066930019,0.0,65.48225066930019,1.0,42.0,3585.0,0.09091131078010854,0.0012837047653761141,0.14715356346572853,203.0,3382.0,0.056624825662482565,0.030205271999514727,0.25992283462452925,0.012834533446720843,0.05117496907179219,0.012009642303757374,0.006435091403284246,65.48225066930019,0.0,65.48225066930019,1.0,0.0,3549.0,0.2914124729545671,0.0,0.2994516539608928,257.0,3292.0,0.07241476472245703,0.030835874397098197,0.25828990210717095,0.013051900274099587,0.0402258351105552,0.012191924128559548,0.006732947293021372,65.48225066930019,65.48225066930019,0.0,0.0,0.0,305.0,0.12127412745578443,0.029227983620716134,0.19075621714844007,0.0,305.0,0.0,0.02847629986866649,0.26347661690221524,0.011699785106395168,0.03790058395219324,0.01093337810569276,0.006073296438238431,65.48225066930019,0.0,65.48225066930019,1.0,42.0,3585.0,0.08467155442085222,0.012380049404821987,0.12889495383254512,28.0,3557.0,0.007810320781032078,0.052316786875332005,0.3391280964463949,0.03442001124128124,0.3413752143099424,0.015611410340257047,0.04681875937489795,65.48225066930019,65.0723421709153,0.40990849838487975,0.006259841318756898,0.0,20.0,0.8440940455916369,0.7941867279211251,0.02881260620273456,12.0,8.0,0.6,0.028491481731522453,0.26409679729164837,0.011765748540516421,0.03706970826476602,0.011083465901251657,0.006159638001495797,65.48225066930019,0.0,65.48225066930019,1.0,0.0,3501.0,0.2823082170169628,0.010424397913689813,0.29927797840178083,224.0,3277.0,0.0639817195087118,0.0305571850414946,0.2623783093888114,0.013185327187687584,0.04290148940754729,0.01230670237823877,0.006838225830983796,65.48225066930019,2.012499346686314,63.469751322613874,0.9692664909022465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02758471633389924,0.23588731716099845,0.012081802060915064,0.04567736403125722,0.01131133168368945,0.0062937999948417134
46213,34,22,54.24580271428326,0.0,54.24580271428326,1.0,22.0,1585.0,0.136023756677899,0.008413537214769184,0.1417551952544899,199.0,1386.0,0.12555205047318613,0.03656552197814038,0.28389236562516823,0.013796105090400019,0.047390968539040554,0.01280210799483994,0.0073006015170271835,54.24580271428326,0.0,54.24580271428326,1.0,0.0,1541.0,0.2870941047348865,0.1093341476918174,0.23428190568173435,167.0,1374.0,0.10837118754055808,0.03685681772503427,0.28589154188199983,0.013894957284719496,0.04405710565799693,0.012909521374240285,0.007419188671381401,54.24580271428326,54.24580271428326,0.0,0.0,0.0,152.0,0.1723661849905764,0.054868607379127896,0.18916099838136458,0.0,152.0,0.0,0.033720547108582195,0.28873876441619745,0.012256845613394478,0.04226174113261184,0.011423506135462703,0.006539440623291962,54.24580271428326,0.0,54.24580271428326,1.0,22.0,1585.0,0.11532617747686402,0.012645897516056225,0.1384483303648712,0.0,1585.0,0.0,0.05194621151974414,0.22010405798967134,0.03272882627054614,0.21998209503497998,0.016227938598901905,0.04049844438500008,54.24580271428326,54.24580271428326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033855966432087006,0.2874647428263262,0.012189604620585175,0.044138197466361676,0.011361936914685043,0.0064671083223792085,54.24580271428326,0.0,54.24580271428326,1.0,0.0,1541.0,0.2667498354454834,0.05593387851165658,0.23073278300276673,139.0,1402.0,0.09020116807268008,0.03587681639678052,0.28207841921744087,0.013816408624342,0.054837583797435106,0.012664594103191318,0.0074923438322698835,54.24580271428326,2.8551859072482975,51.39061680703496,0.9473657727532068,595.0,4187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031081505284733572,0.2297140922833553,0.01301143335280252,0.06296005819307735,0.011875736804198582,0.007693718344226762
45299,147,40,63.02382255452544,0.0,63.02382255452544,1.0,40.0,1732.0,0.21378722997040803,0.007753289438580974,0.22020434057763458,256.0,1476.0,0.14780600461893764,0.02795985670497909,0.19022356974278762,0.012557782968075165,0.03884770442664222,0.011796426593742238,0.00641687739448638,63.02382255452544,0.0,63.02382255452544,1.0,0.0,1652.0,0.4477915580818705,0.11349274099381895,0.21727670785747302,147.0,1505.0,0.08898305084745763,0.028421274446961138,0.18987547874420357,0.01268139183472773,0.04324329814459658,0.011965520081555025,0.00649105903941922,63.02382255452544,57.69637149493021,5.3274510595952265,0.0845307511296407,0.0,143.0,0.41040705194304516,0.12455079967262046,0.20719117061360584,12.0,131.0,0.08391608391608392,0.027499956285991667,0.19096364988399103,0.012480563165304557,0.04430121981290839,0.011623716740062438,0.0065720892414141314,63.02382255452544,0.0,63.02382255452544,1.0,40.0,1732.0,0.17936757593516744,0.004245497224231824,0.19481078126507032,200.0,1532.0,0.11547344110854503,0.039148220403883244,0.25354373768267585,0.022316218435750997,0.24546080838604614,0.014340278730447919,0.027359495615605463,63.02382255452544,63.02382255452544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027579128933907383,0.19572963274040556,0.012294760136367485,0.04469425166088972,0.011560839840415317,0.0064953382609418756,,,,,,,,,,,,,,,,,,,63.02382255452544,0.0,63.02382255452544,1.0,5134.0,15570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026469554325913205,0.0613537762487906,0.013115186074290233,0.055526187334764956,0.011970047666976426,0.007433342640270456
48166,28,20,114.50157446446985,0.0,114.50157446446985,1.0,20.0,6156.0,0.05430564472205667,0.0011286810331445115,0.04037027365015015,3644.0,2512.0,0.5919428200129955,0.04355033590945026,0.19614567532533755,0.013696984783896025,0.05097132784346577,0.013119442783180297,0.006478204276106768,114.50157446446985,10.485992481271234,104.01558198319862,0.9084205389287021,0.0,5916.0,0.7257151207919831,0.06599786373159715,0.2744378171216698,3440.0,2476.0,0.581473968897904,0.04221737220605125,0.19657103718932456,0.012978057187308363,0.04256795889221199,0.012253687883557785,0.006219429475795236,114.50157446446985,114.50157446446985,0.0,0.0,0.0,453.0,0.8598382090064972,0.46176519477455574,0.07224371893403587,0.0,453.0,0.0,0.04324277522909285,0.19891163448820032,0.012851670096136289,0.04323913152270582,0.012118936958102386,0.006268139005871126,114.50157446446985,0.0,114.50157446446985,1.0,20.0,6156.0,0.04415764463351882,0.0027256592139015376,0.036970593238017796,0.0,6156.0,0.0,0.06391687978568561,0.2822156557061234,0.032916269224636696,0.28585620470718476,0.015842328222306728,0.046985618181504714,114.50157446446985,114.50157446446985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042818845900202115,0.2036433247520903,0.012826008048814607,0.04025427180942622,0.012141360589424326,0.0061312358411066675,114.50157446446985,0.0,114.50157446446985,1.0,0.0,6116.0,0.7315439381979605,0.0033588907030278644,0.2820983588309308,3636.0,2480.0,0.5945062132112492,0.043258269577148484,0.19760430208292898,0.01284011401633527,0.040728267128201295,0.012226455096177155,0.00606085322585628,114.50157446446985,6.223524771517341,108.27804969295251,0.9456468192631838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036482706149324126,0.14945570332636016,0.01496480352929416,0.11317183149208178,0.01268511220571411,0.012014775625330702
47184,168,42,71.86044368707306,0.0,71.86044368707306,1.0,42.0,2356.0,0.17231497337904594,0.006104677301141521,0.14582529574830327,140.0,2216.0,0.059422750424448216,0.02781894380001363,0.18236745970786145,0.013486018220765771,0.05434735120737549,0.012276542071723899,0.007202500862600863,71.86044368707306,0.0,71.86044368707306,1.0,0.0,2290.0,0.33238942333459204,0.0,0.22189755041314735,224.0,2066.0,0.09781659388646288,0.02805170489590758,0.19665378526357336,0.013430222350437162,0.048209963574532964,0.012239088402844609,0.0071770723499860805,71.86044368707306,71.86044368707306,0.0,0.0,0.0,178.0,0.17321827346138924,0.03592017252230886,0.2056761877872644,0.0,178.0,0.0,0.02669574398627237,0.1904947309179058,0.012654793631458413,0.05193552862271047,0.01151692153151158,0.006758189076883846,71.86044368707306,0.0,71.86044368707306,1.0,42.0,2356.0,0.14605340740026648,0.007220846494368593,0.13810548758522653,48.0,2308.0,0.02037351443123939,0.038550556014671396,0.21019647537213265,0.023243982718516534,0.2112034663644593,0.01439382826092021,0.02633761626211967,71.86044368707306,71.86044368707306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026731560782103016,0.19682770830566057,0.012474100885623753,0.0505533168937413,0.011288964370825019,0.0066563756212873445,71.86044368707306,0.0,71.86044368707306,1.0,0.0,2272.0,0.3071049493176536,0.03515421341859832,0.22763107507781025,188.0,2084.0,0.08274647887323944,0.027810738750402908,0.19305265938611477,0.013434250729707988,0.053086126549688036,0.012258164192888117,0.007133306040659648,71.86044368707306,1.4612000761341652,70.3992436109389,0.9796661417441677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03334661883273658,0.14285812964762395,0.018801531928132352,0.0851276883086956,0.014250122683424078,0.01617075579077566
