sample_id,n_boundary_loops,n_target_loops_rpa,center_fan/target_loop_length_before,center_fan/target_loop_length_after,center_fan/improvement,center_fan/closure_ratio,center_fan/n_new_vertices,center_fan/n_new_faces,center_fan/avg_new_face_quality,center_fan/min_new_face_quality,center_fan/std_new_face_quality,center_fan/n_faces_inside,center_fan/n_faces_outside,center_fan/locality_ratio,center_fan/chamfer_distance,center_fan/hausdorff_distance,center_fan/dev_mean,center_fan/dev_max,center_fan/dev_median,center_fan/dev_std,planar_removed_part_aware/target_loop_length_before,planar_removed_part_aware/target_loop_length_after,planar_removed_part_aware/improvement,planar_removed_part_aware/closure_ratio,planar_removed_part_aware/n_new_vertices,planar_removed_part_aware/n_new_faces,planar_removed_part_aware/avg_new_face_quality,planar_removed_part_aware/min_new_face_quality,planar_removed_part_aware/std_new_face_quality,planar_removed_part_aware/n_faces_inside,planar_removed_part_aware/n_faces_outside,planar_removed_part_aware/locality_ratio,planar_removed_part_aware/chamfer_distance,planar_removed_part_aware/hausdorff_distance,planar_removed_part_aware/dev_mean,planar_removed_part_aware/dev_max,planar_removed_part_aware/dev_median,planar_removed_part_aware/dev_std,planar_largest_hole_only/target_loop_length_before,planar_largest_hole_only/target_loop_length_after,planar_largest_hole_only/improvement,planar_largest_hole_only/closure_ratio,planar_largest_hole_only/n_new_vertices,planar_largest_hole_only/n_new_faces,planar_largest_hole_only/avg_new_face_quality,planar_largest_hole_only/min_new_face_quality,planar_largest_hole_only/std_new_face_quality,planar_largest_hole_only/n_faces_inside,planar_largest_hole_only/n_faces_outside,planar_largest_hole_only/locality_ratio,planar_largest_hole_only/chamfer_distance,planar_largest_hole_only/hausdorff_distance,planar_largest_hole_only/dev_mean,planar_largest_hole_only/dev_max,planar_largest_hole_only/dev_median,planar_largest_hole_only/dev_std,mlp_patch_rpa/target_loop_length_before,mlp_patch_rpa/target_loop_length_after,mlp_patch_rpa/improvement,mlp_patch_rpa/closure_ratio,mlp_patch_rpa/n_new_vertices,mlp_patch_rpa/n_new_faces,mlp_patch_rpa/avg_new_face_quality,mlp_patch_rpa/min_new_face_quality,mlp_patch_rpa/std_new_face_quality,mlp_patch_rpa/n_faces_inside,mlp_patch_rpa/n_faces_outside,mlp_patch_rpa/locality_ratio,mlp_patch_rpa/chamfer_distance,mlp_patch_rpa/hausdorff_distance,mlp_patch_rpa/dev_mean,mlp_patch_rpa/dev_max,mlp_patch_rpa/dev_median,mlp_patch_rpa/dev_std,trimesh_fill_all/target_loop_length_before,trimesh_fill_all/target_loop_length_after,trimesh_fill_all/improvement,trimesh_fill_all/closure_ratio,trimesh_fill_all/n_new_vertices,trimesh_fill_all/n_new_faces,trimesh_fill_all/avg_new_face_quality,trimesh_fill_all/min_new_face_quality,trimesh_fill_all/std_new_face_quality,trimesh_fill_all/n_faces_inside,trimesh_fill_all/n_faces_outside,trimesh_fill_all/locality_ratio,trimesh_fill_all/chamfer_distance,trimesh_fill_all/hausdorff_distance,trimesh_fill_all/dev_mean,trimesh_fill_all/dev_max,trimesh_fill_all/dev_median,trimesh_fill_all/dev_std,open3d_poisson/target_loop_length_before,open3d_poisson/target_loop_length_after,open3d_poisson/improvement,open3d_poisson/closure_ratio,open3d_poisson/n_new_vertices,open3d_poisson/n_new_faces,open3d_poisson/avg_new_face_quality,open3d_poisson/min_new_face_quality,open3d_poisson/std_new_face_quality,open3d_poisson/n_faces_inside,open3d_poisson/n_faces_outside,open3d_poisson/locality_ratio,open3d_poisson/chamfer_distance,open3d_poisson/hausdorff_distance,open3d_poisson/dev_mean,open3d_poisson/dev_max,open3d_poisson/dev_median,open3d_poisson/dev_std,advancing_front_rpa/target_loop_length_before,advancing_front_rpa/target_loop_length_after,advancing_front_rpa/improvement,advancing_front_rpa/closure_ratio,advancing_front_rpa/n_new_vertices,advancing_front_rpa/n_new_faces,advancing_front_rpa/avg_new_face_quality,advancing_front_rpa/min_new_face_quality,advancing_front_rpa/std_new_face_quality,advancing_front_rpa/n_faces_inside,advancing_front_rpa/n_faces_outside,advancing_front_rpa/locality_ratio,advancing_front_rpa/chamfer_distance,advancing_front_rpa/hausdorff_distance,advancing_front_rpa/dev_mean,advancing_front_rpa/dev_max,advancing_front_rpa/dev_median,advancing_front_rpa/dev_std
2882,128,40,13.68542153048907,0.0,13.68542153048907,1.0,40.0,1488.0,0.2898608672387096,0.07598123816960997,0.12678667852311495,744.0,744.0,0.5,0.13825682114138516,0.7427363364969514,0.009363084250708724,0.05114626953911235,0.008765267612438406,0.005209776920326495,13.68542153048907,0.0,13.68542153048907,1.0,0.0,1408.0,0.4203713711567099,0.14830754945548602,0.20288313984742906,712.0,696.0,0.5056818181818182,0.1434472904464691,0.7422848462770508,0.00915884390509278,0.046097431511307144,0.008488736068957546,0.005059561481377695,13.68542153048907,13.245641790354195,0.439779740134874,0.032134906415203224,0.0,44.0,0.38549174195514463,0.15086631631349726,0.19961590792021727,44.0,0.0,1.0,0.14204387069387206,0.7450451351169652,0.009005192268125392,0.04641914099276075,0.0084252814320579,0.00471566505235503,13.68542153048907,0.0,13.68542153048907,1.0,40.0,1488.0,0.2606086356051032,0.03369954755769655,0.1750102879337233,744.0,744.0,0.5,0.1428285503443236,0.7379602574598215,0.00925819582979661,0.046639664000768154,0.008559456024054793,0.005148060782413389,13.68542153048907,13.68542153048907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140770057684271,0.744588080223233,0.009076774909257825,0.029120457527255617,0.008581347967826905,0.004713281542599167,13.68542153048907,4.888546458947559,8.79687507154151,0.6427916781330696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20581906606519748,0.7246850452500477,0.07404158921812021,0.5423886780791092,0.012261850784898005,0.13776485662051066,,,,,,,,,,,,,,,,,,
40584,24,18,4.972268792069323,0.0,4.972268792069323,1.0,18.0,876.0,0.254221285984172,0.13651491298371937,0.05693571628615606,876.0,0.0,1.0,0.14489215635638802,0.6896381531542475,0.012031293024121453,0.04321102647480366,0.011286205018705309,0.0062546401101681815,4.972268792069323,0.0,4.972268792069323,1.0,0.0,840.0,0.31096258583102476,0.0692650628692426,0.17964757836107095,840.0,0.0,1.0,0.14587836405096663,0.6873901660595297,0.012026587490159151,0.042613296546547344,0.01130148286102669,0.006269757377246413,4.972268792069323,4.666420405249511,0.30584838681981186,0.061510831294485646,0.0,50.0,0.33125593393249114,0.0692650628692426,0.20367872733154654,50.0,0.0,1.0,0.1414183544925588,0.691641789118178,0.012096646458435684,0.04940202955669422,0.011369670533895117,0.006264067418413079,4.972268792069323,0.0,4.972268792069323,1.0,18.0,876.0,0.20827781477431023,0.04892617853943628,0.12000397742022477,876.0,0.0,1.0,0.14222271634285993,0.6889787408027872,0.012081978304252988,0.04259929859823591,0.011478935594513087,0.00613971982238345,4.972268792069323,4.972268792069323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13851397083253605,0.6900484751788176,0.012007204344823516,0.04406674620233983,0.0112503900881687,0.006254453753154168,4.972268792069323,6.518996886036676,-1.546728093967353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18245447607120843,0.6884544235820075,0.0495661880498374,0.49145595333462594,0.019400650284924135,0.0764884976445885,,,,,,,,,,,,,,,,,,
42201,32,32,19.46963136201437,0.0,19.46963136201437,1.0,32.0,1607.0,0.19834674494699756,0.0014458210601829046,0.28777629045443015,1607.0,0.0,1.0,0.1044145695295403,0.6765739728152607,0.010039319473798722,0.029829521383958814,0.009686576852653344,0.004825969306812645,19.46963136201437,0.0,19.46963136201437,1.0,0.0,1546.0,0.717200212155293,0.2946381586561131,0.10430361620600205,1546.0,0.0,1.0,0.10761931974444486,0.6743149520459278,0.01022094552755322,0.03475400495759326,0.009921583245686235,0.004928806391394529,19.46963136201437,17.62776255441462,1.8418688075997487,0.09460214080854512,0.0,146.0,0.7527112846739809,0.6115639841348874,0.03202724330136769,146.0,0.0,1.0,0.10672074479067561,0.6733012360723255,0.010180703283142719,0.03090606237779018,0.009883021279271287,0.004824479678136891,19.46963136201437,0.0,19.46963136201437,1.0,32.0,1607.0,0.16395257055282086,0.004507987269192276,0.20998844729197885,1607.0,0.0,1.0,0.10684011157037132,0.6412404915111641,0.016880115369515194,0.21495165164854182,0.010652331437507075,0.025348499889181596,19.46963136201437,19.46963136201437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11044302052736717,0.6732466085433737,0.01022048727480716,0.029184364358345975,0.009922753588369398,0.004891397384191751,19.46963136201437,6.804738278666949,12.664893083347419,0.6504947550294595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11493212397682998,0.6791544316922508,0.018551705395467702,0.11535308235557619,0.01220463331857074,0.016121282543965252,19.46963136201437,0.0,19.46963136201437,1.0,0.0,1543.0,0.7078229952899524,0.15301211140323684,0.12249647254786736,1543.0,0.0,1.0,0.10624257899063963,0.6721068125418922,0.01019087727782637,0.02998180158297314,0.009924443946462604,0.00494402023718605
41898,32,24,2.674531794585855,0.0,2.674531794585855,1.0,24.0,534.0,0.5305982870578337,0.30238290603044565,0.09425753705771342,534.0,0.0,1.0,0.02761164178870885,0.35158570879433526,0.011400578327883387,0.049376275929684396,0.01056068449572008,0.006317808806470022,2.674531794585855,0.0,2.674531794585855,1.0,0.0,486.0,0.4880871071327894,0.13727735382158981,0.2072960337989467,486.0,0.0,1.0,0.027818352346178382,0.3503264122095817,0.011307233953821947,0.041009617334066925,0.010552841816366848,0.006088842110748363,2.674531794585855,2.674531794585855,0.0,0.0,0.0,119.0,0.3070149372010756,0.13111370627417532,0.17109068784736545,0.0,119.0,0.0,0.02844491119271475,0.3540550469477594,0.01155706413866383,0.0686619445857345,0.010562133989082349,0.006596935773056322,2.674531794585855,0.0,2.674531794585855,1.0,24.0,534.0,0.4036699587910755,0.18009583665561232,0.15108875877875844,534.0,0.0,1.0,0.027880643403036927,0.3432888102746561,0.011310842033777788,0.045094286808361576,0.010429453791126139,0.006169849420367617,2.674531794585855,2.674531794585855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0279453125499387,0.36213886668966394,0.011404564708256765,0.04235838797537487,0.010641093414745811,0.006241013438184178,2.674531794585855,0.0,2.674531794585855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225045003482893,0.4013694999920128,0.013007531917841842,0.05594420674872576,0.011740756954285541,0.007319266933390938,2.674531794585855,0.0,2.674531794585855,1.0,0.0,486.0,0.4716404454577817,0.21876741514018289,0.19931479105496014,486.0,0.0,1.0,0.0273588865753626,0.345424955404754,0.011296132914653825,0.042259738581516236,0.010345163244353004,0.0061663097501995666
39573,163,107,68.14848411192523,0.0,68.14848411192523,1.0,107.0,3826.0,0.2665026657823204,0.012321664854021381,0.22393750638772053,2639.0,1187.0,0.6897543125980136,0.053302769643655545,0.37038679848763634,0.01536653309099604,0.0566120920438123,0.01335186864376322,0.009711517666566787,68.14848411192523,0.0,68.14848411192523,1.0,0.0,3597.0,0.41583641411229677,0.05063422026413554,0.24963049455169156,2129.0,1468.0,0.5918821239922157,0.05265230013567631,0.37057325315040796,0.014546212966124641,0.05533807352545243,0.013095833892396396,0.008304052222409918,68.14848411192523,64.79201915174318,3.356464960182052,0.04925223215045382,0.0,133.0,0.20196978551581168,0.05063422026413554,0.17925671639340657,71.0,62.0,0.5338345864661654,0.04913958786113662,0.37002426710289554,0.012043933203799512,0.04379385903145006,0.011171848242563384,0.006497091547304606,68.14848411192523,0.0,68.14848411192523,1.0,107.0,3826.0,0.22593794517233107,0.0028751771149241206,0.20112646359842754,2081.0,1745.0,0.5439100888656561,0.054828640366498343,0.3704556674221406,0.016897002119127816,0.12357395216342239,0.01264491168722814,0.015890411187455638,68.14848411192523,67.71900730706918,0.42947680485605133,0.006302074220032372,0.0,30.0,0.8261222172406755,0.6172789011544828,0.0915931796476579,18.0,12.0,0.6,0.04758146581365549,0.3714004403394088,0.011670629716590044,0.04357791015465974,0.010996715166855152,0.006103417147270167,68.14848411192523,0.0,68.14848411192523,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06344536836737845,0.3741172999235128,0.021709397253241804,0.12645858642934232,0.01396243609209408,0.02362880542981845,,,,,,,,,,,,,,,,,,
40405,52,52,54.330768949815955,0.0,54.330768949815955,1.0,52.0,2904.0,0.18875458722595614,0.0023035019329947994,0.1422634650630496,1136.0,1768.0,0.39118457300275483,0.1566351367040494,0.6863225524367939,0.014856032671491812,0.08439016981693945,0.011580587163324925,0.012872172051059302,54.330768949815955,0.0,54.330768949815955,1.0,0.0,2812.0,0.3156236389491742,0.0,0.1866580083915572,1072.0,1740.0,0.3812233285917496,0.15316758819251172,0.6841292862958495,0.014404104707123108,0.08364737829565615,0.011354629699767395,0.012499506400800626,54.330768949815955,52.277673080841126,2.053095868974829,0.0377888240615778,0.0,111.0,0.2820408252981762,0.1852745845207116,0.17975038563697357,0.0,111.0,0.0,0.15396386132533044,0.6924006818966956,0.011498840729761567,0.08503490752335635,0.01075141607184352,0.006090700343347508,54.330768949815955,0.0,54.330768949815955,1.0,52.0,2904.0,0.15992353482759988,0.010027593324182337,0.15068720486551468,1136.0,1768.0,0.39118457300275483,0.15543112363885297,0.6885283864089651,0.01622186498557766,0.1343516728763801,0.011829149046840712,0.015583328150136804,54.330768949815955,54.11103000257426,0.2197389472416944,0.004044465990250656,0.0,8.0,0.637390404393573,0.5439898946438219,0.09340050974975117,0.0,8.0,0.0,0.15346134682065782,0.6889461090518301,0.011503318705559666,0.03616515604583339,0.01085255275046277,0.005488469517495521,54.330768949815955,0.0,54.330768949815955,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16897710970429294,0.6653459505331147,0.03281161777843643,0.2663846167608886,0.012593371411437588,0.05467922648783779,,,,,,,,,,,,,,,,,,
40125,20,20,19.298121947603946,0.0,19.298121947603946,1.0,20.0,1192.0,0.17251297538499946,0.012960158077995134,0.19861034358751187,450.0,742.0,0.3775167785234899,0.13195787569351386,0.7996277012687065,0.010697155609222624,0.04184915897500356,0.00971375457863052,0.006050068567380462,19.298121947603946,0.0,19.298121947603946,1.0,0.0,1145.0,0.5153239079120396,0.23535253752618396,0.12234675978102756,522.0,623.0,0.4558951965065502,0.1365960456316582,0.7992463589311843,0.010657419041876427,0.04395117898609622,0.009637220939552587,0.006090352923448402,19.298121947603946,18.271333345630417,1.0267886019735286,0.05320665942319924,0.0,60.0,0.480508154291235,0.40248603933115035,0.0794335798044325,15.0,45.0,0.25,0.1326529060010464,0.7992337792693804,0.010491010857299253,0.04028318124439079,0.009541807452093863,0.005908644118898542,19.298121947603946,0.0,19.298121947603946,1.0,20.0,1192.0,0.14441659694433703,0.007446306436020552,0.10685840986176143,463.0,729.0,0.3884228187919463,0.13251504732329394,0.7993963455452088,0.011394978990218187,0.07021882138938731,0.009938716510220831,0.007066807559655825,19.298121947603946,19.298121947603946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1360285363411486,0.7999772875317319,0.010406119563877473,0.04231149683158349,0.009418961679796774,0.005855243963422579,19.298121947603946,4.348988382657367,14.949133564946578,0.7746418851292761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14961761140615742,0.7901338019589272,0.022977106418208954,0.251694520702688,0.01575772908866262,0.027811395753540514,19.298121947603946,0.0,19.298121947603946,1.0,0.0,1152.0,0.5192070219066056,0.2822320712657858,0.12118876973212803,522.0,630.0,0.453125,0.13521627805453568,0.7989078517998194,0.010622653221875734,0.04206521402739129,0.009612392829709632,0.005999676627889047
43101,42,42,16.24325478393941,0.0,16.24325478393941,1.0,42.0,1302.0,0.3295655641526674,0.0030575128534655917,0.2894750957868921,1302.0,0.0,1.0,0.040613687024500744,0.6615115763082219,0.009294324832101583,0.03022896991836093,0.008738818458345426,0.004787660328083316,16.24325478393941,0.0,16.24325478393941,1.0,0.0,1218.0,0.6809256885323111,0.1730379125718077,0.2328607146664734,1218.0,0.0,1.0,0.03963447171004114,0.6608716199549614,0.009297281937210904,0.02766166586935359,0.0086988698046176,0.00472534311050851,16.24325478393941,14.570462824354475,1.6727919595849343,0.10298379123123247,0.0,77.0,0.8569030416376979,0.7373187897770203,0.020792416797136955,77.0,0.0,1.0,0.039536728745450556,0.6613926251936721,0.009273365988473878,0.026719156556582066,0.008731929454837598,0.004764459260934103,16.24325478393941,0.0,16.24325478393941,1.0,42.0,1302.0,0.27084816105872306,0.008710473551817765,0.2161278931156792,1302.0,0.0,1.0,0.04669098196927295,0.6598418417378915,0.015394874012359403,0.21239524293460338,0.009357151967619066,0.02470019792256089,16.24325478393941,16.24325478393941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0394392055318904,0.6596024344817384,0.009302524556437427,0.03305457985854562,0.008718167065305616,0.004826500578663409,16.24325478393941,7.805731978547621,8.437522805391788,0.5194477903366034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053197519708955865,0.6641877194266179,0.019369914892831543,0.11661909806763489,0.013257748261979408,0.016310439213425343,,,,,,,,,,,,,,,,,,
41147,20,12,0.9631921059766477,0.0,0.9631921059766477,1.0,12.0,228.0,0.4661117287036832,0.03303580004907998,0.21537386084863833,0.0,228.0,0.0,0.08255390431576903,0.8399238744367679,0.008402560832823274,0.03643766582818278,0.007896032770021535,0.004467995365851968,0.9631921059766477,0.0,0.9631921059766477,1.0,0.0,204.0,0.6276802274326136,0.32133866933755634,0.20686650554715003,0.0,204.0,0.0,0.08245308612290173,0.8395776473152071,0.008336071531447942,0.03218402266504805,0.007891879574489996,0.004311108661122894,0.9631921059766477,0.9631921059766477,0.0,0.0,0.0,11.0,0.762801565486289,0.5065269877477029,0.13706007510632845,0.0,11.0,0.0,0.0841668297609269,0.8400021457151268,0.008411359423807153,0.039763587533415225,0.007912641821412127,0.00446647661282156,0.9631921059766477,0.0,0.9631921059766477,1.0,12.0,228.0,0.41228595226844095,0.06102071670027015,0.2061479111735978,0.0,228.0,0.0,0.0887568015340299,0.8375162350941797,0.008318257352133518,0.051272391742518846,0.007791257795115391,0.004461663898285431,0.9631921059766477,0.9631921059766477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08550265082770865,0.8323542315192901,0.008380618656478243,0.030906309949548686,0.007906535088057198,0.004397989891153834,0.9631921059766477,5.018713052234027,-4.05552094625738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100715021056827,0.7560020837695186,0.02170105547664027,0.21322079442118846,0.011753613177217456,0.02910550771772783,0.9631921059766477,0.0,0.9631921059766477,1.0,0.0,204.0,0.6128270285971263,0.3124729613721294,0.2006493257103444,0.0,204.0,0.0,0.08223724182584613,0.8392600937037383,0.008412099892835413,0.04755870093736423,0.007853986506450226,0.004526721344819978
48065,352,216,192.60049314996655,0.0,192.60049314996655,1.0,216.0,3149.0,0.18387175657389415,0.0,0.24887803850439116,2181.0,968.0,0.6926008256589393,0.06541194471077356,0.6640288308368463,0.01040794096360662,0.03619910316787309,0.009773025464263958,0.00535605667312285,192.60049314996655,0.9975253483971528,191.6029678015694,0.9948207539239246,0.0,2702.0,0.3379137256914264,0.007167565920547252,0.25423208753325366,1806.0,896.0,0.6683937823834197,0.06338356879653498,0.6628497833643754,0.010179036271954895,0.037171574037249314,0.009559051682699054,0.005191086597078866,192.60049314996655,189.06195314996654,3.538540000000012,0.018372434785225433,0.0,8.0,0.03894998962095013,0.024172692945564855,0.013461226366648472,0.0,8.0,0.0,0.06133541516137749,0.6568929078499085,0.00997700638232862,0.03761520688995071,0.009423242390909357,0.004963284909138081,192.60049314996655,0.0,192.60049314996655,1.0,216.0,3149.0,0.20542284956061446,0.003043879768334427,0.23636971938485504,2261.0,888.0,0.7180057161003494,0.07179422472763436,0.6646557763511185,0.016081459981629048,0.10560163492665632,0.012940322706062326,0.012247416488960081,192.60049314996655,110.60234279162285,81.99815035834371,0.4257421620125169,0.0,458.0,0.42963472808749326,0.007167565920547251,0.3641228194718239,186.0,272.0,0.40611353711790393,0.06628642250066885,0.6656909312339527,0.010057956780309556,0.03223756846200557,0.009485010516016298,0.005003885405681515,192.60049314996655,0.0,192.60049314996655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07530432225769594,0.6718298764264643,0.01156502917266436,0.036685913801665394,0.010926421162352588,0.00549645496815502,192.60049314996655,0.0,192.60049314996655,1.0,0.0,2717.0,0.3340544847002609,0.003583162341006143,0.2709786818604905,1853.0,864.0,0.6820022083179977,0.0664946309449752,0.6688351487709485,0.01031135884643969,0.03579582093056104,0.009757369789138009,0.00522742174591639
